Palabras,shakespeare_the_merchant_of_venice.txt,shakespeare_romeo_juliet.txt,shakespeare_hamlet.txt,dickens_a_christmas_carol.txt,dickens_oliver_twist.txt,dickens_a_tale_of_two_cities.txt,
compare,0,3,0,0,7,2,
comparison,1,0,0,0,1,4,
compass,0,1,0,0,1,2,
compasse,0,0,1,0,0,0,
compassion,0,0,0,0,8,10,
compassionate,0,0,0,0,1,7,
compassionately,0,0,0,0,1,0,
compatriot,0,0,0,0,0,2,
compeer,0,0,0,0,0,2,
compel,0,0,1,0,4,1,
compell,0,0,1,0,0,0,
compelling,0,0,0,0,1,1,
compensate,0,0,0,0,0,1,
competency,1,0,0,0,0,0,
competent,0,0,1,1,0,0,
competitor,0,0,0,0,0,1,
compilation,1,0,0,1,1,1,
complacency,0,0,0,0,3,1,
complacent,0,0,0,0,2,2,
complacently,0,0,0,0,2,1,
complain,0,1,0,0,5,3,
complaint,0,0,0,0,6,3,
compleat,0,0,1,0,0,0,
complete,0,16,1,0,10,10,
completely,0,0,0,0,10,5,
completeness,0,0,0,0,0,1,
completest,0,0,0,0,1,0,
completion,0,0,0,0,0,1,
complexion,4,0,2,0,0,5,
compliance,5,0,1,5,7,5,
complicate,0,0,0,0,0,1,
complicated,0,0,0,0,1,0,
complie,0,0,1,0,0,0,
complied,0,0,0,0,0,1,
compliment,0,2,0,0,10,7,
complimentary,0,0,0,0,1,1,
comply,9,0,1,9,15,15,
comportable,0,0,0,0,0,1,
compos,0,0,1,0,0,0,
compose,0,0,0,1,13,14,
composed,0,0,0,0,2,0,
composedly,0,0,0,0,2,6,
composite,0,0,1,0,0,0,
composition,0,0,0,0,4,1,
compost,0,0,1,0,0,0,
composure,0,0,0,0,1,6,
compound,0,1,2,2,3,1,
comprehend,0,0,0,0,6,6,
comprehended,0,0,0,0,0,1,
comprehension,0,0,0,0,1,0,
comprehensive,0,0,0,2,3,0,
compress,1,1,1,1,4,3,
compression,0,0,0,0,0,2,
comprise,0,0,0,0,4,0,
compromis,1,0,0,0,0,0,
compromise,0,0,0,0,3,3,
compulsatiue,0,0,1,0,0,0,
compulsion,1,0,0,1,0,0,
compulsiue,0,0,1,0,0,0,
compunction,0,0,0,0,0,1,
compuserve,0,1,0,0,0,0,
computation,0,0,0,0,1,0,
computer,4,3,4,4,4,4,
computerized,0,0,1,0,0,0,
comrade,0,0,1,0,1,2,
comutuall,0,0,1,0,0,0,
conceal,0,1,0,2,15,7,
conceald,0,0,1,0,0,0,
concealment,0,0,0,0,3,3,
concede,0,0,0,0,2,1,
conceit,3,2,5,0,0,0,
conceite,0,0,1,0,0,0,
conceited,0,0,0,0,0,1,
conceiue,0,0,1,0,0,0,
conceivable,0,0,0,0,0,1,
conceive,2,1,0,0,6,3,
concentrate,0,0,0,0,0,1,
concentrated,0,0,0,0,1,3,
concentration,0,0,0,0,0,1,
concept,2,0,0,2,2,2,
conception,0,0,1,0,1,2,
concern,2,0,0,2,15,6,
concerned,0,0,0,0,1,0,
concerning,0,0,1,0,0,0,
concert,0,0,0,0,0,1,
concession,0,0,0,0,2,1,
conciergerie,0,0,0,0,0,10,
conciliate,0,0,0,0,1,0,
conciliatory,0,0,0,0,1,0,
concise,0,0,0,0,1,0,
conclave,0,0,0,0,1,0,
conclude,0,1,1,0,15,3,
conclusion,0,0,1,0,9,5,
conclusive,0,0,0,0,1,0,
concoct,0,0,0,0,0,1,
concord,1,0,0,0,0,7,
concourse,0,0,0,0,2,6,
concurrence,0,0,0,0,1,0,
concurrent,0,0,0,0,1,0,
concussion,0,0,0,0,0,1,
condemn,0,2,0,2,5,10,
condemnation,0,0,0,0,0,2,
condensed,0,0,0,1,0,0,
condescend,0,0,0,0,5,0,
condescendingly,0,0,0,0,2,0,
condescension,0,0,0,1,1,1,
condition,4,3,0,2,20,23,
condole,0,0,0,0,0,2,
condolement,0,0,1,0,0,0,
condolence,0,0,0,0,1,0,
conduce,0,0,0,0,0,1,
conducive,0,0,0,1,1,1,
conduct,1,3,0,9,8,10,
conductor,0,0,0,0,5,5,
conduit,0,1,0,0,0,0,
confederate,0,0,1,0,1,0,
confer,0,0,0,1,0,4,
conference,0,0,1,1,6,12,
conferring,0,0,0,0,0,1,
confess,5,3,0,2,6,2,
confesse,0,0,5,0,0,0,
confession,1,3,3,0,4,0,
confessor,0,2,0,0,0,0,
confidant,0,0,0,0,1,0,
confide,0,0,0,0,5,9,
confidence,0,1,0,1,7,34,
confident,0,0,0,0,1,6,
confidential,0,0,0,1,2,4,
confidentially,0,0,0,0,0,1,
confidingly,0,0,0,0,0,1,
confin,0,0,1,0,0,0,
confine,0,1,3,0,6,4,
confined,0,0,0,0,1,0,
confinement,0,0,0,0,3,2,
confirm,2,0,0,1,9,6,
confirmable,0,0,0,0,0,1,
confirmation,1,0,0,1,1,2,
confirmatory,0,0,0,0,2,0,
confiscate,2,0,0,0,1,2,
confiscation,0,0,0,0,0,2,
conflagration,0,0,0,0,0,1,
conflict,0,0,0,1,1,1,
confound,1,1,2,0,8,3,
confront,0,0,1,1,4,6,
confronted,0,0,0,0,0,1,
confus,1,0,0,0,0,0,
confuse,0,0,0,0,3,6,
confused,0,0,0,1,5,4,
confusedly,0,0,0,0,0,1,
confusion,2,2,1,0,5,6,
congeal,0,0,0,1,0,0,
congenial,0,0,0,1,0,2,
congratulate,0,0,0,0,1,4,
congratulation,0,0,0,0,0,2,
congratulatory,0,0,0,0,0,2,
congregate,1,0,0,0,0,0,
congregation,0,0,1,0,0,0,
congress,0,0,0,0,0,1,
coniecture,0,0,1,0,0,0,
conioyn,0,0,1,0,0,0,
coniunctiue,0,0,1,0,0,0,
coniuration,0,0,1,0,0,0,
coniure,0,0,3,0,0,0,
conjecture,0,0,0,0,1,0,
conjoin,0,0,1,0,0,0,
conjunction,0,0,0,0,0,1,
conjur,0,1,0,0,0,0,
conjuration,0,1,0,0,0,1,
conjure,1,4,0,0,3,0,
conjurer,0,0,0,0,1,0,
conkey,0,0,0,0,9,0,
connect,0,0,0,4,7,8,
connected,0,0,0,0,2,0,
connection,0,0,0,0,5,5,
conquer,0,1,0,0,0,1,
conqueror,0,0,1,0,0,0,
conquest,0,0,1,0,0,0,
conscience,10,0,8,0,1,3,
conscious,0,0,0,4,7,7,
consciousness,0,0,0,2,5,5,
consecrated,0,0,0,0,0,1,
consent,0,6,3,2,4,4,
consequen,0,1,0,0,0,0,
consequence,1,1,4,3,21,8,
consequent,0,0,0,0,2,2,
consequential,1,1,2,1,1,1,
consequently,0,0,0,1,6,4,
conservative,0,1,1,0,0,0,
consider,1,1,4,2,39,23,
considerable,2,0,1,2,17,6,
considerably,0,0,0,0,4,0,
considerate,0,0,0,0,1,1,
consideration,0,0,0,0,23,16,
considering,0,0,0,1,0,0,
consign,0,0,0,0,6,3,
consignment,0,0,0,0,0,1,
consist,0,0,0,0,2,3,
consistent,0,0,0,0,2,0,
consistently,0,0,0,0,0,1,
consisteth,1,0,0,0,0,0,
consolation,0,0,0,1,6,5,
consolatory,0,0,0,0,2,1,
console,0,0,0,0,2,1,
consoled,0,0,0,0,2,0,
consolidation,0,0,0,0,0,1,
consonancy,0,0,1,0,0,0,
consort,0,4,0,0,2,0,
consortest,0,1,0,0,0,0,
conspicuous,0,0,0,1,1,5,
conspiracy,0,0,0,0,2,0,
conspirator,0,0,0,0,0,1,
conspire,1,1,0,0,0,0,
constable,0,1,0,0,10,0,
constancy,0,0,0,0,0,2,
constant,3,0,0,1,4,3,
constantly,0,0,1,1,3,7,
consternation,0,0,0,0,0,1,
constitute,0,0,0,0,1,1,
constitution,1,0,0,0,0,0,
constrain,0,1,0,0,0,1,
constraint,0,0,0,0,1,2,
construct,0,0,1,0,0,0,
construction,0,0,0,0,1,1,
construe,0,0,0,0,1,0,
consult,0,0,0,0,2,0,
consultation,0,0,0,0,1,1,
consulting,0,0,0,0,2,2,
consume,0,1,0,0,1,1,
consummation,0,0,1,0,1,0,
consumption,0,0,0,0,0,1,
contact,4,1,1,4,4,4,
contagion,0,1,2,0,0,2,
contagious,0,0,1,1,1,1,
contain,9,3,3,4,25,5,
contamination,0,0,0,0,0,1,
contemplate,0,0,0,0,5,2,
contemplating,0,0,0,0,0,2,
contemplation,1,0,0,0,2,2,
contemporary,0,0,0,0,0,1,
contempt,0,1,0,0,6,3,
contemptible,0,0,0,0,1,0,
contemptuous,0,0,0,0,2,1,
contemptuously,0,0,0,0,4,3,
contend,1,0,1,0,2,5,
content,7,3,5,4,20,7,
contented,0,0,0,1,9,0,
contention,0,0,0,0,0,1,
contentious,0,0,0,0,0,2,
contents,1,0,0,1,0,0,
contest,0,0,0,0,2,1,
continent,2,0,1,0,0,0,
continental,0,0,0,0,1,0,
contingency,0,0,0,0,1,0,
continuall,0,0,1,0,0,0,
continually,0,0,0,0,0,1,
continuance,1,1,0,0,0,0,
continuation,0,0,0,0,1,0,
continue,0,1,1,2,28,3,
continued,0,0,0,0,3,0,
continuity,0,0,0,0,0,1,
continuous,0,0,0,0,2,2,
continuously,0,0,0,0,0,1,
contortion,0,0,0,1,1,0,
contraband,0,0,0,0,0,2,
contract,1,2,3,3,10,3,
contraction,0,0,1,0,1,0,
contractor,0,0,0,0,1,0,
contradict,0,1,0,0,3,2,
contradiction,0,0,0,1,3,1,
contradictory,0,0,0,0,1,1,
contrairy,0,0,0,0,1,0,
contrary,2,3,1,1,6,1,
contrast,0,0,0,1,4,4,
contribution,2,1,2,2,2,2,
contrition,0,0,0,0,1,0,
contriue,0,0,3,0,0,0,
contrivance,0,0,0,0,0,1,
contrive,2,0,0,0,5,0,
contrived,0,0,0,0,0,1,
control,0,0,0,1,2,5,
controuersie,0,0,1,0,0,0,
controversy,1,0,0,0,0,0,
controvert,0,0,0,0,1,0,
contumely,0,0,1,0,0,0,
conuenience,0,0,1,0,0,0,
conueniently,0,0,1,0,0,0,
conuersation,0,0,1,0,0,0,
conuerse,0,0,1,0,0,0,
conuert,0,0,2,0,0,0,
conuerte,0,0,1,0,0,0,
conuey,0,0,1,0,0,0,
conueyance,0,0,2,0,0,0,
conuocation,0,0,1,0,0,0,
conuoy,0,0,1,0,0,0,
convenience,0,0,0,1,0,1,
conveniency,1,0,0,0,0,0,
convenient,1,0,0,2,5,5,
conveniently,1,1,0,0,0,0,
convent,0,0,0,0,0,1,
conventionally,0,0,0,0,0,1,
conversant,0,0,0,0,0,1,
conversation,0,0,0,3,41,21,
converse,2,0,0,1,11,2,
conversion,0,0,1,0,0,1,
convert,3,1,1,1,4,1,
convertible,0,1,0,0,0,0,
convey,0,2,1,3,10,9,
conveyance,0,0,0,0,1,2,
convict,0,0,0,0,2,0,
conviction,0,0,0,0,3,4,
convince,0,0,0,1,3,0,
convinced,0,0,0,1,0,0,
convivial,0,0,0,0,1,1,
convoy,0,1,0,0,0,0,
convulse,0,0,0,0,2,0,
convulsion,0,0,0,0,3,0,
convulsionist,0,0,0,0,0,1,
convulsively,0,0,0,0,1,1,
conweniency,0,0,0,0,1,0,
conwenient,0,0,0,0,0,2,
conwey,0,0,0,0,0,1,
conwiction,0,0,0,0,0,1,
cook,0,3,0,6,12,6,
cool,4,0,0,0,11,7,
coole,0,0,1,0,0,0,
coolest,0,0,0,0,0,2,
coolly,0,0,0,1,5,2,
cooly,0,0,0,0,1,0,
cooperate,0,1,0,0,0,0,
cooperation,0,1,0,0,0,0,
coozenage,0,0,1,0,0,0,
cop,0,1,0,0,0,0,
cope,1,0,0,0,0,1,
cophetua,0,1,0,0,0,0,
copied,1,0,0,1,1,1,
copious,0,0,0,0,1,0,
copper,0,0,0,2,6,0,
coppice,0,0,0,0,1,1,
coppie,0,0,1,0,0,0,
copy,20,24,15,22,22,20,
copying,4,0,0,5,4,4,
copyright,20,16,9,14,20,20,
coquetry,0,0,0,0,0,1,
coquette,0,0,0,0,0,1,
cord,1,6,0,0,2,1,
cordial,0,1,0,0,0,1,
cordially,0,0,0,1,3,0,
corduroy,0,0,0,0,2,0,
core,0,0,1,1,1,0,
cork,0,0,0,1,2,0,
corkscrew,0,0,0,0,1,1,
corn,0,2,0,0,4,4,
cornelius,0,0,4,0,0,0,
corner,2,0,1,11,58,65,
cornered,0,0,0,0,0,1,
cornet,5,0,0,0,0,0,
corney,0,0,0,0,65,0,
cornhill,0,0,0,3,0,0,
cornice,0,0,0,0,1,0,
coronation,0,0,1,0,0,0,
coronet,0,0,1,0,0,0,
corporall,0,0,1,0,0,0,
corporation,1,0,0,2,1,1,
corporeal,0,0,0,0,1,0,
corpse,0,0,0,1,10,0,
corpulent,0,0,0,0,1,0,
correct,0,0,3,2,1,5,
correction,0,0,0,0,2,2,
correctly,0,0,0,0,1,1,
correctness,0,0,0,0,0,1,
correspond,0,0,0,0,1,0,
correspondence,0,0,0,0,0,3,
corresponding,0,0,0,0,1,1,
correspondingly,0,0,0,0,0,2,
corridor,0,0,0,0,0,3,
corroborate,0,0,0,1,5,1,
corroboration,0,0,0,0,1,1,
corroborative,0,0,0,0,1,0,
corrupt,2,1,2,2,1,2,
corruption,0,0,2,0,0,1,
corruptly,1,0,0,0,0,0,
corse,0,7,0,0,0,0,
cosily,0,0,0,0,1,0,
cosin,0,0,3,0,0,0,
cosmetic,0,0,0,0,1,0,
cost,7,4,5,7,10,8,
costly,1,0,1,0,2,0,
costume,0,0,0,0,3,0,
cosy,0,0,0,1,0,0,
cot,0,1,0,0,0,0,
coterie,0,0,0,0,1,0,
cottage,1,0,0,0,14,4,
cottager,0,0,0,0,1,0,
cotton,0,0,0,0,5,0,
cou,0,0,1,0,0,0,
couch,1,1,3,1,2,1,
cough,0,1,0,0,14,9,
coughed,0,0,0,0,1,0,
coughing,0,0,0,0,1,0,
could,12,17,32,62,266,283,
couldst,0,2,0,0,0,0,
council,0,0,0,0,5,2,
counsel,6,8,0,0,3,12,
counsell,0,0,3,0,0,0,
counsellor,0,2,1,0,1,1,
count,1,6,4,9,8,20,
countenance,0,0,5,1,46,8,
counter,0,0,1,3,9,23,
counteract,0,0,0,0,1,0,
counterfeit,1,3,0,0,1,1,
counterfet,0,0,1,0,0,0,
countermine,0,0,0,0,0,1,
counterpane,0,0,0,0,1,1,
counterpart,0,0,0,0,0,1,
countersign,0,0,0,0,0,1,
countervail,0,1,0,0,0,0,
counterweight,0,0,0,0,0,1,
countess,0,0,0,1,0,0,
counting,0,0,0,0,1,2,
countless,0,0,0,0,0,1,
countrey,0,0,1,0,0,0,
country,6,1,5,6,37,44,
countryman,1,0,0,0,9,6,
countrymen,1,0,0,0,0,0,
county,1,20,0,0,4,1,
couple,0,1,1,5,27,2,
courage,1,1,0,1,9,15,
courageous,1,1,0,0,0,2,
courb,0,0,1,0,0,0,
courier,0,0,0,0,0,3,
course,4,4,5,9,72,31,
courses,0,0,1,0,0,0,
court,17,2,4,6,18,55,
courteous,3,3,1,0,0,0,
courtesie,1,0,1,0,0,1,
courtesy,4,3,0,0,0,0,
courtier,0,2,5,0,0,0,
courtly,0,0,0,0,0,4,
courtship,1,1,0,0,0,0,
courtyard,0,0,0,0,0,36,
cousen,0,0,1,0,0,0,
cousend,0,0,1,0,0,0,
cousin,2,18,0,2,0,1,
cove,0,0,0,0,5,0,
covent,0,0,0,0,1,0,
cover,5,3,0,7,30,15,
covered,0,0,0,0,2,0,
covering,0,0,0,0,2,0,
coverlet,0,0,0,0,2,2,
coverley,0,0,0,1,0,0,
coverlid,0,0,0,0,1,0,
covert,0,1,0,0,1,0,
covertly,0,0,0,0,2,0,
covetous,0,0,0,2,1,0,
covey,0,0,0,0,2,0,
cow,0,0,0,1,1,7,
coward,1,1,2,0,5,0,
cowardice,0,0,0,0,1,1,
cowardly,0,0,0,0,3,0,
cower,0,0,0,0,4,0,
cowered,0,0,0,0,1,0,
coynage,0,0,1,0,0,0,
coz,0,4,0,0,0,0,
cozen,1,0,0,0,0,0,
crab,0,0,1,0,0,0,
crack,0,1,2,3,5,3,
cracke,0,0,1,0,0,0,
crackit,0,0,0,0,38,0,
crackle,0,0,0,1,2,0,
cracksman,0,0,0,0,1,0,
cradle,1,0,0,0,3,3,
craft,0,0,2,0,2,1,
craftily,0,0,0,0,1,1,
crafty,0,0,1,0,3,0,
crag,0,0,0,0,0,8,
cram,0,1,0,1,2,0,
cramm,0,0,1,0,0,0,
cramp,0,0,0,1,0,1,
crane,0,0,0,0,0,2,
crape,0,0,0,0,2,0,
crash,0,0,1,1,3,8,
crashing,0,0,0,0,1,0,
cratchit,0,0,0,60,0,0,
cravat,0,0,0,2,2,2,
crave,1,4,0,0,0,0,
craven,0,0,0,0,2,1,
craving,0,0,0,0,0,7,
crawl,0,0,1,0,5,3,
craze,0,0,0,0,0,2,
crazy,0,0,0,0,5,2,
creak,0,0,0,0,3,0,
cream,1,0,0,0,0,0,
creasing,0,0,0,0,0,1,
create,6,1,2,6,7,6,
creation,2,0,1,3,1,3,
creator,0,0,0,0,1,2,
creature,2,3,5,8,34,34,
credence,0,0,0,0,2,0,
credent,0,0,1,0,0,0,
credential,0,0,0,2,0,1,
credit,3,0,1,1,5,4,
creditable,0,0,0,0,1,0,
creditor,2,0,0,1,0,1,
creditors,1,0,0,0,0,0,
credulity,0,0,0,2,0,0,
creek,0,0,0,1,1,0,
creep,3,0,0,1,28,9,
creepe,0,0,1,0,0,0,
creetur,0,0,0,0,7,1,
creeturs,0,0,0,0,1,0,
cressant,0,0,1,0,0,0,
cressid,1,0,0,0,0,0,
crestfallen,0,0,0,0,0,1,
crevice,0,0,0,0,3,2,
crew,0,0,2,0,0,1,
crib,0,0,1,0,6,0,
cribbage,0,0,0,0,2,0,
cricket,0,1,0,0,1,0,
crie,0,0,1,0,0,0,
cried,0,0,0,0,4,0,
crime,0,0,3,1,13,13,
crimefull,0,0,1,0,0,0,
criminal,0,0,0,0,7,4,
criminate,0,0,0,0,1,0,
crimp,0,0,0,0,1,0,
crimson,0,1,0,0,2,2,
cringe,0,0,0,0,0,1,
cripple,1,0,0,2,12,1,
crippling,0,0,0,0,0,1,
crisis,0,0,0,0,1,2,
crisp,1,0,0,2,0,2,
crisply,0,0,0,0,0,1,
critic,0,0,0,0,1,0,
critical,1,0,0,1,6,1,
criticise,0,0,0,0,1,0,
croak,0,0,1,0,1,11,
crockery,0,0,0,0,0,1,
crocodile,0,0,1,0,0,0,
crone,0,0,0,0,3,1,
crook,0,0,0,0,0,1,
crooke,0,0,1,0,0,0,
crooked,0,0,0,0,0,4,
crookedly,0,0,0,0,0,1,
crop,0,0,0,0,2,2,
cross,3,4,0,5,28,25,
crosse,1,0,2,0,1,1,
crossing,0,0,0,1,4,1,
crost,1,0,0,0,0,0,
crotchet,0,1,0,0,0,0,
crouch,0,0,0,0,8,4,
crow,1,6,1,0,1,1,
crowbar,0,0,0,0,4,3,
crowd,0,0,0,2,47,50,
crowded,0,0,0,0,4,1,
crowding,0,0,0,0,1,0,
crowes,0,0,1,0,0,0,
crowing,0,0,1,0,0,0,
crowkeeper,0,1,0,0,0,0,
crown,2,1,1,4,9,7,
crowne,0,0,6,0,0,0,
crowner,0,0,2,0,0,0,
cruel,2,4,0,0,7,17,
cruell,0,0,2,0,0,0,
cruelly,0,0,0,0,0,1,
cruelty,3,0,0,0,4,1,
crumb,0,0,0,1,2,2,
crumble,0,0,0,0,2,4,
crumbs,0,0,0,0,1,0,
crumple,0,0,0,0,0,1,
crunch,0,0,0,0,0,2,
cruncher,0,0,0,0,0,122,
crush,0,1,0,1,4,4,
crusoe,0,0,0,3,0,0,
crust,0,0,1,0,4,0,
crutch,0,2,0,3,0,0,
cry,2,9,11,56,238,91,
crye,0,0,1,0,0,0,
cryer,0,0,1,0,0,0,
crying,0,1,0,1,1,2,
crystal,0,1,0,0,0,1,
crystallisation,0,0,0,0,0,1,
css,0,1,1,2,0,0,
css_cookbook,0,1,1,0,0,0,
cub,1,0,0,0,2,0,
cubbert,0,1,0,0,0,0,
cuckold,2,0,1,0,0,0,
cuckoo,1,0,0,0,0,0,
cud,0,0,0,0,0,1,
cudgel,1,0,0,0,1,0,
cudgell,0,0,1,0,0,0,
cue,0,0,1,0,0,0,
cuff,0,0,0,2,5,1,
cuffes,0,0,1,0,0,0,
culinary,0,0,0,0,0,1,
cull,0,2,0,0,1,0,
culminate,0,0,0,0,0,2,
culpability,0,0,0,0,0,1,
culprit,0,0,0,0,1,0,
cultivate,0,0,0,2,1,2,
cum,0,0,1,0,0,0,
cunne,0,0,1,0,1,0,
cunning,1,2,3,0,9,1,
cunningly,0,0,0,0,0,1,
cup,0,3,5,1,18,2,
cupboard,0,0,0,0,10,2,
cupid,2,5,0,0,0,4,
cupidity,0,0,0,0,1,0,
cuplet,0,0,1,0,0,0,
cupola,0,0,0,1,0,0,
cur,4,1,0,0,3,0,
curator,0,0,0,0,0,1,
curb,2,0,0,0,0,0,
curd,0,0,1,0,0,0,
cure,0,4,1,0,5,1,
cureless,1,0,0,0,0,0,
curfew,0,1,0,0,0,0,
curiosity,0,0,0,1,5,11,
curious,0,1,0,0,12,16,
curiousity,0,0,0,0,7,0,
curiously,0,0,1,7,0,3,
curl,0,0,0,1,5,3,
curles,0,0,1,0,0,0,
curling,0,0,0,0,1,0,
currant,0,0,2,0,0,0,
current,2,0,0,1,7,6,
currently,0,0,1,0,0,0,
currish,2,0,0,0,0,0,
curs,0,0,0,0,1,0,
curse,3,3,5,0,15,7,
cursed,0,0,1,0,1,0,
curses,0,0,0,0,1,0,
cursie,0,1,0,0,0,0,
cursory,0,0,0,0,1,0,
cursy,0,1,0,0,0,0,
curtain,4,4,0,16,15,7,
curtly,0,0,0,0,0,1,
curtsey,0,0,0,0,5,3,
curtsy,1,0,0,1,0,0,
curve,0,0,0,0,0,1,
cushion,0,0,0,0,0,2,
custard,0,0,0,1,0,0,
custodian,0,0,0,0,0,1,
custody,0,0,0,0,5,2,
custom,2,1,0,1,9,6,
customary,1,0,1,0,3,2,
custome,0,0,8,0,0,0,
customer,0,0,0,1,1,26,
cut,12,7,2,6,30,11,
cutlass,0,0,0,0,0,1,
cutler,1,0,0,0,0,1,
cutpurse,0,0,1,0,0,0,
cutter,0,0,0,0,0,1,
cutting,0,0,0,0,0,1,
cuttry,0,0,0,0,1,0,
cyclop,0,0,1,0,0,0,
cylinder,0,0,0,0,0,1,
cynthia,0,1,0,0,0,0,
dab,0,0,0,0,0,1,
dabe,0,0,0,0,1,0,
dacious,0,0,0,0,1,0,
dadsy,0,0,0,0,1,0,
daffy,0,0,0,0,2,0,
dagger,2,8,3,0,1,2,
daily,0,0,0,0,3,6,
dainty,0,1,1,1,2,3,
dalliance,0,0,1,0,0,0,
dally,0,0,2,0,0,0,
dam,2,0,0,0,0,1,
damage,7,7,7,8,11,8,
damascus,0,0,0,1,0,0,
dame,0,0,0,0,0,3,
damien,0,0,0,0,0,1,
damme,0,0,0,0,6,0,
damn,6,4,11,0,5,1,
damnable,0,0,1,0,0,0,
damnation,1,1,1,0,0,0,
damne,0,0,1,0,0,0,
damon,0,0,1,0,0,0,
damp,0,0,0,1,14,8,
danc,0,1,0,0,0,0,
dance,0,5,0,12,2,15,
danced,0,0,0,0,1,0,
dancer,0,0,0,1,0,0,
dancing,0,2,0,0,1,1,
dane,0,0,6,0,0,0,
danger,3,1,4,0,18,29,
dangerous,3,1,6,0,6,14,
dangle,0,0,0,2,7,2,
daniel,6,0,0,0,0,0,
danish,0,0,6,0,0,0,
dank,0,1,0,0,0,1,
dansker,0,0,1,0,0,0,
dar,0,1,2,0,0,0,
dardanian,1,0,0,0,0,0,
dare,5,10,3,3,22,12,
daren,0,0,0,0,1,0,
dark,2,7,1,23,83,90,
darke,0,0,1,0,0,0,
darken,0,0,0,0,2,10,
darkest,0,0,0,0,0,1,
darkie,0,0,0,0,1,0,
darkly,0,0,0,0,1,5,
darkness,0,1,0,7,21,29,
darle,0,0,0,0,0,5,
darling,0,0,0,0,3,12,
darn,0,0,0,1,2,0,
darnay,0,0,0,0,0,148,
dart,0,1,0,1,21,6,
dash,0,2,0,4,7,1,
data,1,1,1,1,1,1,
date,3,6,5,3,7,13,
dateless,0,1,0,0,0,0,
daub,0,0,0,0,1,0,
daughter,23,19,17,9,7,73,
daunt,0,0,0,0,1,0,
david,0,0,1,0,0,1,
davidr,0,0,1,0,0,0,
dawkin,0,0,0,0,19,0,
dawkins,0,0,0,0,1,0,
dawn,0,0,1,0,3,5,
dawning,0,0,0,0,1,0,
daws,0,0,0,1,0,0,
day,29,62,31,52,189,257,
daybreak,0,0,0,0,2,3,
daydream,0,0,0,0,1,0,
daye,0,0,6,0,0,0,
daylight,1,4,0,1,2,3,
dayly,0,0,1,0,0,0,
days,0,0,0,1,0,3,
daysie,0,0,2,0,0,0,
daze,0,0,0,0,0,1,
dazzle,0,0,0,0,1,0,
dd,0,1,1,0,0,0,
de,1,0,2,2,2,5,
dead,5,49,30,19,65,67,
deaden,0,0,0,0,0,1,
deadly,0,3,0,0,8,4,
deaf,0,2,0,0,4,2,
deafen,0,0,0,1,1,2,
deal,1,2,1,6,51,12,
deale,0,0,1,0,0,0,
dealer,0,0,0,1,0,0,
dealing,1,1,0,1,0,0,
dear,13,28,0,26,286,126,
deare,0,0,9,0,0,0,
dearer,0,1,0,0,0,4,
dearest,2,0,1,0,5,11,
dearly,1,2,1,1,3,2,
death,12,74,37,12,62,67,
deathbe,0,0,0,0,1,0,
deathbed,0,1,0,0,0,0,
deathlike,0,0,0,0,1,0,
debase,0,0,0,0,1,0,
debate,1,0,1,0,0,2,
debatement,0,0,1,0,0,0,
debating,0,0,0,0,0,1,
debauch,0,0,0,0,0,1,
debauchery,0,0,0,0,0,1,
debt,6,2,1,1,1,1,
debtor,1,0,0,1,0,2,
decanter,0,0,0,3,1,0,
decay,1,0,0,1,2,2,
decayed,0,0,0,0,1,0,
decayer,0,0,1,0,0,0,
deceas,0,1,0,0,0,0,
decease,0,0,0,0,2,2,
deceased,1,0,0,1,0,0,
deceit,0,1,0,0,0,2,
deceitful,0,0,0,0,1,0,
deceiu,0,0,1,0,0,0,
deceiue,0,0,1,0,0,0,
deceiv,2,2,0,0,0,0,
deceive,1,0,0,0,8,6,
december,0,1,1,3,0,4,
decent,0,0,0,0,1,1,
decently,0,0,0,0,0,1,
deception,0,0,0,0,1,1,
decide,0,0,0,1,9,8,
decidedly,0,0,0,0,5,4,
decipher,0,0,0,0,0,2,
decision,0,0,0,0,4,1,
decisive,0,0,0,0,1,0,
deck,0,1,0,1,0,2,
deckt,0,0,1,0,0,0,
declaim,0,0,0,0,0,1,
declaration,0,0,0,0,5,0,
declare,0,0,0,0,10,11,
declension,0,0,1,1,0,0,
decline,0,0,3,0,4,3,
decomposing,0,0,0,0,0,1,
decomposition,0,0,0,0,0,1,
decorate,0,0,0,1,2,1,
decoration,2,0,0,1,3,7,
decrease,0,0,0,2,0,0,
decreasing,0,0,0,0,1,0,
decree,3,1,0,0,0,11,
decreed,0,1,0,0,0,1,
decrepitude,0,0,0,0,1,0,
dedicate,0,2,0,0,0,0,
deduce,0,0,0,0,0,2,
deduct,0,0,0,0,0,1,
deductible,1,1,1,1,1,1,
deed,9,2,9,3,4,10,
deede,0,0,2,0,0,0,
deem,0,0,0,0,9,3,
deeme,0,0,1,0,0,0,
deep,2,6,0,7,54,29,
deepe,0,0,3,0,0,0,
deepely,0,0,1,0,0,0,
deepen,0,0,0,0,1,9,
deeply,0,0,0,0,20,6,
deer,0,0,0,0,0,1,
deere,0,0,20,0,0,0,
deerely,0,0,1,0,0,0,
deerest,0,0,1,0,0,0,
deface,1,0,0,0,1,1,
defarge,0,0,0,0,0,311,
default,0,6,6,0,0,0,
defeat,0,0,2,0,1,2,
defeate,0,0,1,0,0,0,
defect,5,3,5,4,4,4,
defectiue,0,0,1,0,0,0,
defective,3,1,1,3,3,3,
